,show_name,network,genre,time_slot,program_start_time,program_duration,show_premier,show_repeat,rating
1075,THE REAL SMITHS,JGN,Comedy,2016-10-18 21:30:00,2016-10-18 21:30:00,1800,0,0,0.00886758756256837
1076,THE REAL SMITHS,JGN,Comedy,2016-10-25 21:30:00,2016-10-25 21:30:00,1800,0,0,0.009832588059800444
1077,THE REAL SMITHS,JGN,Comedy,2016-11-01 21:30:00,2016-11-01 21:30:00,1800,0,0,0.009782268173832329
1078,THE REAL SMITHS,JGN,Comedy,2016-11-15 21:30:00,2016-11-15 21:30:00,1800,0,0,0.010983455066794842
1079,THE REAL SMITHS,JGN,Comedy,2016-11-29 21:30:00,2016-11-29 21:30:00,1800,0,0,0.011540376570424636
1080,THE REAL SMITHS,JGN,Comedy,2016-12-06 21:30:00,2016-12-06 21:30:00,1800,0,0,0.011009267378261014
1081,THE REAL SMITHS,JGN,Comedy,2016-12-13 21:30:00,2016-12-13 21:30:00,1800,0,0,0.011166243710014257
1082,THE REAL SMITHS,JGN,Comedy,2016-12-21 21:30:00,2016-12-21 21:31:00,1740,0,1,0.008779882321742302
1083,THE REAL SMITHS,JGN,Comedy,2016-12-27 21:30:00,2016-12-27 21:30:00,1800,0,1,0.008279237444890113
1084,THE REAL SMITHS,JGN,Comedy,2017-01-03 21:30:00,2017-01-03 21:30:00,1800,0,0,0.011108542844830444
1085,THE REAL SMITHS,JGN,Comedy,2017-01-17 21:30:00,2017-01-17 21:30:00,1800,0,0,0.01023519242881294
1086,THE REAL SMITHS,JGN,Comedy,2017-01-24 21:30:00,2017-01-24 21:30:00,1800,0,1,0.00612060745185136
1087,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-03-03 21:00:00,2016-03-03 21:00:00,3600,0,0,0.018617403816999632
1088,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-03-06 21:00:00,2016-03-06 21:00:00,3600,1,0,0.011615013138833676
1089,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-03-13 21:00:00,2016-03-13 21:00:00,3600,0,0,0.01184860189333962
1090,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-03-20 21:00:00,2016-03-20 21:00:00,3600,0,0,0.008435742680995856
1091,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-03-27 21:00:00,2016-03-27 21:00:00,3600,0,0,0.008694913553212277
1092,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-04-03 21:00:00,2016-04-03 21:00:00,3600,0,0,0.010635746083616884
1093,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-04-10 21:00:00,2016-04-10 21:00:00,3600,0,0,0.011131032914462824
1094,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-04-17 21:00:00,2016-04-17 21:00:00,3600,0,0,0.009827903075834652
1095,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-04-24 21:00:00,2016-04-24 21:00:00,3600,0,0,0.01081282619681299
1096,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-05-01 21:00:00,2016-05-01 21:00:00,3600,0,0,0.009784575851497487
1097,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-05-08 21:00:00,2016-05-08 21:00:00,3600,0,0,0.008437917865444868
1098,BROTHER BACK FROM THE DEAD,JGN,Drama,2016-05-15 21:00:00,2016-05-15 21:00:00,3600,0,0,0.011543745982548934
1099,BIBLICAL TIMES,JGN,Drama,2016-03-08 22:00:00,2016-03-08 22:00:00,3600,1,0,0.01176621340497928
1100,BIBLICAL TIMES,JGN,Drama,2016-03-15 22:00:00,2016-03-15 22:00:00,3600,0,0,0.007252628979550584
1101,CON MAN,JGN,Drama,2016-03-24 22:00:00,2016-03-24 22:00:00,3600,1,0,0.019105223983424856
1102,CON MAN,JGN,Drama,2016-03-28 22:00:00,2016-03-28 22:01:00,3540,0,1,0.013889457930322495
1103,CON MAN,JGN,Drama,2016-03-31 22:00:00,2016-03-31 22:00:00,3600,0,0,0.01612939231209783
1104,CON MAN,JGN,Drama,2016-04-07 22:00:00,2016-04-07 22:00:00,3600,0,0,0.017469312805309438
1105,CON MAN,JGN,Drama,2016-04-14 22:00:00,2016-04-14 22:00:00,3600,0,0,0.015079977630293432
1106,CON MAN,JGN,Drama,2016-04-21 22:00:00,2016-04-21 22:00:00,3600,0,0,0.016826742344102686
1107,CON MAN,JGN,Drama,2016-04-28 22:00:00,2016-04-28 22:00:00,3600,0,0,0.01679945103257757
1108,CON MAN,JGN,Drama,2016-05-05 22:00:00,2016-05-05 22:00:00,3600,0,0,0.013969957551460431
1109,CON MAN,JGN,Drama,2016-05-12 22:00:00,2016-05-12 22:00:00,3600,0,0,0.012696683691001584
1110,CON MAN,JGN,Drama,2016-05-19 21:00:00,2016-05-19 21:00:00,7200,0,0,0.01497807145504161
1111,SPOT THE IMPOSTOR,JGN,Other,2016-06-14 20:00:00,2016-06-14 20:00:00,3600,0,0,0.01808606505407136
1112,SPOT THE IMPOSTOR,JGN,Other,2016-06-14 22:00:00,2016-06-14 22:00:00,3600,1,0,0.019169193949398644
1113,SPOT THE IMPOSTOR,JGN,Other,2016-06-21 22:00:00,2016-06-21 22:00:00,3600,0,0,0.013624274770070407
1114,SPOT THE IMPOSTOR,JGN,Other,2016-06-28 22:00:00,2016-06-28 22:00:00,3600,0,0,0.01357607248256578
1115,SPOT THE IMPOSTOR,JGN,Other,2016-07-05 22:00:00,2016-07-05 22:00:00,3600,0,0,0.014824657160664357
1116,SPOT THE IMPOSTOR,JGN,Other,2016-07-12 22:00:00,2016-07-12 22:00:00,3600,0,0,0.016485069989556313
1117,SPOT THE IMPOSTOR,JGN,Other,2017-01-01 21:00:00,2017-01-01 21:00:00,3600,1,0,0.013226733334438294
1118,SPOT THE IMPOSTOR,JGN,Other,2017-01-07 20:00:00,2017-01-07 20:01:00,3540,0,1,0.016549360644952136
1119,SPOT THE IMPOSTOR,JGN,Other,2017-01-08 20:00:00,2017-01-08 20:00:00,3600,1,0,0.016401207362349585
1120,SPOT THE IMPOSTOR,JGN,Other,2017-01-08 21:00:00,2017-01-08 21:00:00,3600,0,0,0.012794466469983758
1121,SPOT THE IMPOSTOR,JGN,Other,2017-01-14 20:00:00,2017-01-14 20:00:00,3600,0,1,0.00873354009347963
1122,SPOT THE IMPOSTOR,JGN,Other,2017-01-15 20:00:00,2017-01-15 20:00:00,3600,0,0,0.012836650213809793
1123,SPOT THE IMPOSTOR,JGN,Other,2017-01-15 21:00:00,2017-01-15 21:00:00,3600,0,0,0.013104984817847316
1124,SPOT THE IMPOSTOR,JGN,Other,2017-01-22 20:00:00,2017-01-22 20:00:00,3600,0,1,0.011599136274737295
1125,SPOT THE IMPOSTOR,JGN,Other,2017-01-22 21:00:00,2017-01-22 21:00:00,3600,0,1,0.010286122468260021
1126,FUNNY UNCLE,JGN,Comedy,2016-06-14 21:00:00,2016-06-14 21:00:00,3600,1,0,0.0173468562308392
1127,FUNNY UNCLE,JGN,Comedy,2016-06-21 21:00:00,2016-06-21 21:00:00,3600,0,0,0.012754364198362698
1128,FUNNY UNCLE,JGN,Comedy,2016-06-28 21:00:00,2016-06-28 21:00:00,3600,0,0,0.011324934070006402
1129,FUNNY UNCLE,JGN,Comedy,2016-07-05 21:00:00,2016-07-05 21:00:00,3600,0,0,0.010774273759390898
1130,TRIVIA FOR MONEY,JGN,Other,2016-06-26 21:00:00,2016-06-26 21:00:00,3600,1,0,0.02862163351076373
1131,TRIVIA FOR MONEY,JGN,Other,2016-07-03 21:00:00,2016-07-03 21:00:00,3600,0,0,0.02061956598052757
1132,TRIVIA FOR MONEY,JGN,Other,2016-07-10 21:00:00,2016-07-10 21:00:00,3600,0,0,0.023272215948522725
1133,TRIVIA FOR MONEY,JGN,Other,2016-07-12 21:00:00,2016-07-12 21:00:00,3600,0,1,0.014485036232860559
1134,TRIVIA FOR MONEY,JGN,Other,2016-07-17 21:00:00,2016-07-17 21:00:00,3600,0,0,0.02291285390627632
1135,TRIVIA FOR MONEY,JGN,Other,2016-07-24 21:00:00,2016-07-24 21:00:00,3600,0,0,0.024688986557962467
1136,TRIVIA FOR MONEY,JGN,Other,2016-07-31 21:00:00,2016-07-31 21:00:00,3600,0,0,0.02021982279419196
1137,TRIVIA FOR MONEY,JGN,Other,2016-08-07 21:00:00,2016-08-07 21:00:00,3600,0,1,0.011490150928140687
1138,TRIVIA FOR MONEY,JGN,Other,2016-08-11 21:00:00,2016-08-11 21:00:00,3600,1,1,0.007137348987636021
1139,TRIVIA FOR MONEY,JGN,Other,2016-08-14 21:00:00,2016-08-14 21:00:00,3600,0,0,0.012717489371020449
1140,TRIVIA FOR MONEY,JGN,Other,2016-08-18 21:00:00,2016-08-18 21:00:00,3600,0,1,0.007226603106155038
1141,TRIVIA FOR MONEY,JGN,Other,2016-08-21 21:00:00,2016-08-21 21:00:00,3600,0,0,0.016290671428090153
1142,TRIVIA FOR MONEY,JGN,Other,2016-08-25 21:00:00,2016-08-25 21:00:00,3600,0,1,0.011914177003672135
1143,TRIVIA FOR MONEY,JGN,Other,2016-08-28 21:00:00,2016-08-28 21:00:00,3600,0,0,0.020185402553650242
1144,TRIVIA FOR MONEY,JGN,Other,2016-09-08 20:00:00,2016-09-08 20:00:00,3600,0,1,0.013813120180992473
1145,TRIVIA FOR MONEY,JGN,Other,2016-09-08 21:00:00,2016-09-08 21:00:00,3600,0,1,0.011502405144694534
1146,TRIVIA FOR MONEY,JGN,Other,2016-09-12 22:00:00,2016-09-12 22:01:00,3540,0,0,0.01812130968568753
1147,FILL IN THE BLANKS,JGN,Other,2016-06-26 22:00:00,2016-06-26 22:00:00,3600,1,0,0.02325101964087188
1148,FILL IN THE BLANKS,JGN,Other,2016-06-30 22:00:00,2016-06-30 22:00:00,3600,0,1,0.013486775309099485
1149,FILL IN THE BLANKS,JGN,Other,2016-07-03 22:00:00,2016-07-03 22:00:00,3600,0,0,0.019417301148805712
1150,FILL IN THE BLANKS,JGN,Other,2016-07-07 22:00:00,2016-07-07 22:00:00,3600,0,1,0.010130191759593031
1151,FILL IN THE BLANKS,JGN,Other,2016-07-10 22:00:00,2016-07-10 22:00:00,3600,0,0,0.0192827503453155
1152,FILL IN THE BLANKS,JGN,Other,2016-07-14 22:00:00,2016-07-14 22:00:00,3600,0,1,0.009834478051409898
1153,FILL IN THE BLANKS,JGN,Other,2016-07-17 22:00:00,2016-07-17 22:00:00,3600,0,0,0.01888324525822861
1154,FILL IN THE BLANKS,JGN,Other,2016-07-24 22:00:00,2016-07-24 22:00:00,3600,0,0,0.017161393861806422
1155,FILL IN THE BLANKS,JGN,Other,2016-07-31 22:00:00,2016-07-31 22:00:00,3600,0,0,0.019503274231041336
1156,FILL IN THE BLANKS,JGN,Other,2016-08-07 22:00:00,2016-08-07 22:00:00,3600,0,1,0.009230603358824916
1157,FILL IN THE BLANKS,JGN,Other,2016-08-11 22:00:00,2016-08-11 22:00:00,3600,1,1,0.007108532880773506
1158,FILL IN THE BLANKS,JGN,Other,2016-08-14 22:00:00,2016-08-14 22:00:00,3600,0,0,0.012543625307415018
1159,FILL IN THE BLANKS,JGN,Other,2016-08-18 22:00:00,2016-08-18 22:00:00,3600,0,1,0.006887845787150894
1160,FILL IN THE BLANKS,JGN,Other,2016-08-21 22:00:00,2016-08-21 22:00:00,3600,0,0,0.014480359077586496
1161,FILL IN THE BLANKS,JGN,Other,2016-08-25 22:00:00,2016-08-25 22:00:00,3600,0,1,0.011371155981538254
1162,FILL IN THE BLANKS,JGN,Other,2016-08-28 22:00:00,2016-08-28 22:00:00,3600,0,0,0.014289330340598996
1163,FILL IN THE BLANKS,JGN,Other,2016-09-01 22:00:00,2016-09-01 22:00:00,3600,0,1,0.00642429681439984
1164,FILL IN THE BLANKS,JGN,Other,2016-09-08 22:00:00,2016-09-08 22:00:00,3600,0,1,0.008786190937116717
1165,FILL IN THE BLANKS,JGN,Other,2016-09-19 22:00:00,2016-09-19 22:01:00,3540,0,0,0.01604985691514973
1166,FILL IN THE BLANKS,JGN,Other,2016-12-28 22:00:00,2016-12-28 22:00:00,3600,0,1,0.012746264129678123
1167,FILL IN THE BLANKS,JGN,Other,2017-01-04 22:00:00,2017-01-04 22:00:00,3600,1,0,0.014934470978221237
1168,FILL IN THE BLANKS,JGN,Other,2017-01-11 22:00:00,2017-01-11 22:01:00,3540,0,0,0.014275035665304943
1169,FILL IN THE BLANKS,JGN,Other,2017-01-14 21:00:00,2017-01-14 21:00:00,3600,0,1,0.007404054098849738
1170,FILL IN THE BLANKS,JGN,Other,2017-01-14 22:00:00,2017-01-14 22:00:00,3600,0,1,0.008405304471773794
1171,FILL IN THE BLANKS,JGN,Other,2017-01-18 22:00:00,2017-01-18 22:00:00,3600,0,0,0.010462409752378426
1172,"OLDIES BUT GOLDIES, LIVE!",JGN,Other,2016-06-30 21:00:00,2016-06-30 21:00:00,3600,1,0,0.014558875939089713
1173,"OLDIES BUT GOLDIES, LIVE!",JGN,Other,2016-07-07 21:00:00,2016-07-07 21:00:00,3600,0,0,0.012876566654313916
1174,"OLDIES BUT GOLDIES, LIVE!",JGN,Other,2016-07-14 21:00:00,2016-07-14 21:00:00,3600,0,0,0.014438438399083653
1175,"OLDIES BUT GOLDIES, LIVE!",JGN,Other,2016-07-21 21:00:00,2016-07-21 21:00:00,3600,0,0,0.009554816746959538
1176,"OLDIES BUT GOLDIES, LIVE!",JGN,Other,2016-07-28 21:00:00,2016-07-28 21:00:00,3600,0,0,0.007311193949398645
1177,"OLDIES BUT GOLDIES, LIVE!",JGN,Other,2016-08-04 21:00:00,2016-08-04 21:00:00,7200,0,0,0.012053955403766466
1178,ABLED,JGN,Comedy,2016-09-21 20:30:00,2016-09-21 20:30:00,1800,1,0,0.02396834342161965
1179,ABLED,JGN,Comedy,2016-09-28 20:30:00,2016-09-28 20:30:00,1800,0,0,0.0223836735505685
1180,ABLED,JGN,Comedy,2016-10-05 20:30:00,2016-10-05 20:30:00,1800,0,0,0.02058097109424205
1181,ABLED,JGN,Comedy,2016-10-12 20:30:00,2016-10-12 20:30:00,1800,0,0,0.01917424894752544
1182,ABLED,JGN,Comedy,2016-10-26 20:30:00,2016-10-26 20:30:00,1800,0,0,0.018459457022574337
1183,ABLED,JGN,Comedy,2016-11-09 20:30:00,2016-11-09 20:30:00,1800,0,0,0.020381504127026214
1184,ABLED,JGN,Comedy,2016-11-16 20:30:00,2016-11-16 20:30:00,1800,0,0,0.019916317996486226
1185,ABLED,JGN,Comedy,2016-11-30 20:30:00,2016-11-30 20:30:00,1800,0,0,0.016986074949448073
1186,ABLED,JGN,Comedy,2016-12-07 20:30:00,2016-12-07 20:30:00,1800,0,0,0.016138012463950673
1187,ABLED,JGN,Comedy,2016-12-14 20:30:00,2016-12-14 20:30:00,1800,0,0,0.01846133390791262
1188,ABLED,JGN,Comedy,2016-12-25 22:00:00,2016-12-25 22:00:00,1800,0,1,0.006480700699439785
1189,ABLED,JGN,Comedy,2016-12-28 20:30:00,2016-12-28 20:30:00,1800,0,1,0.011134174893095105
1190,ABLED,JGN,Comedy,2016-12-29 21:30:00,2016-12-29 21:30:00,1800,0,1,0.00798280637783008
1191,ABLED,JGN,Comedy,2017-01-04 20:30:00,2017-01-04 20:30:00,1800,0,0,0.019626425166572745
1192,ABLED,JGN,Comedy,2017-01-11 20:30:00,2017-01-11 20:30:00,1800,0,0,0.020823478105214302
1193,ABLED,JGN,Comedy,2017-01-18 20:30:00,2017-01-18 20:30:00,1800,0,0,0.01823617111413133
1194,WHITE HOUSE RESIDENT,JGN,Drama,2016-09-21 22:00:00,2016-09-21 22:00:00,3600,1,0,0.0322748729903537
1195,WHITE HOUSE RESIDENT,JGN,Drama,2016-09-28 22:00:00,2016-09-28 22:00:00,3600,0,0,0.02825560460105413
1196,WHITE HOUSE RESIDENT,JGN,Drama,2016-10-05 22:00:00,2016-10-05 22:00:00,3600,0,0,0.02273894646467995
1197,WHITE HOUSE RESIDENT,JGN,Drama,2016-10-12 22:00:00,2016-10-12 22:00:00,3600,0,0,0.02411568389299566
1198,WHITE HOUSE RESIDENT,JGN,Drama,2016-10-26 22:00:00,2016-10-26 22:00:00,3600,0,0,0.02034332797427653
1199,WHITE HOUSE RESIDENT,JGN,Drama,2016-11-09 22:00:00,2016-11-09 22:00:00,3600,0,0,0.020084125302482846
1200,WHITE HOUSE RESIDENT,JGN,Drama,2016-11-16 22:00:00,2016-11-16 22:00:00,3600,0,0,0.01794434673650015
1201,WHITE HOUSE RESIDENT,JGN,Drama,2016-11-30 22:00:00,2016-11-30 22:00:00,3600,0,0,0.018804008088308417
1202,WHITE HOUSE RESIDENT,JGN,Drama,2016-12-07 22:00:00,2016-12-07 22:00:00,3600,0,0,0.015294464282162627
1203,WHITE HOUSE RESIDENT,JGN,Drama,2016-12-14 22:00:00,2016-12-14 22:00:00,3600,0,0,0.02108469443431564
1204,FRAMERS,JGN,Drama,2016-09-22 21:00:00,2016-09-22 21:00:00,3600,1,0,0.016271629247190642
1205,FRAMERS,JGN,Drama,2016-09-29 21:00:00,2016-09-29 21:00:00,3600,0,0,0.013750341896774624
1206,FRAMERS,JGN,Drama,2016-10-06 21:00:00,2016-10-06 21:00:00,3600,0,0,0.0153313789902874
1207,FRAMERS,JGN,Drama,2016-10-13 21:00:00,2016-10-13 21:00:00,3600,0,0,0.012423418967746213
1208,FRAMERS,JGN,Drama,2016-10-20 21:00:00,2016-10-20 21:00:00,3600,0,0,0.012621883150462426
1209,FRAMERS,JGN,Drama,2016-10-27 21:00:00,2016-10-27 21:00:00,3600,0,0,0.01232070046739815
1210,FRAMERS,JGN,Drama,2016-11-03 21:00:00,2016-11-03 21:00:00,3600,0,0,0.01073073457751848
1211,FRAMERS,JGN,Drama,2016-11-10 21:00:00,2016-11-10 21:00:00,3600,0,0,0.011353946050319886
1212,FRAMERS,JGN,Drama,2016-11-17 21:00:00,2016-11-17 21:00:00,3600,0,0,0.013254061093247588
1213,FRAMERS,JGN,Drama,2016-12-08 22:00:00,2016-12-08 22:00:00,3600,0,0,0.00888992979083104
1214,BLACKMAILED,JGN,Drama,2016-10-03 22:00:00,2016-10-03 22:01:00,3540,1,0,0.017322595685149274
1215,BLACKMAILED,JGN,Drama,2016-10-10 22:00:00,2016-10-10 22:01:00,3540,0,0,0.013665782385961087
1216,BLACKMAILED,JGN,Drama,2016-10-17 22:00:00,2016-10-17 22:01:00,3540,0,0,0.015454859923825169
1217,BLACKMAILED,JGN,Drama,2016-10-24 22:00:00,2016-10-24 22:01:00,3540,0,0,0.016665971676312594
1218,BLACKMAILED,JGN,Drama,2016-11-07 22:00:00,2016-11-07 22:01:00,3540,0,0,0.012441313642194042
1219,BLACKMAILED,JGN,Drama,2016-11-14 22:00:00,2016-11-14 22:01:00,3540,0,0,0.014523794858339418
1220,BLACKMAILED,JGN,Drama,2016-11-21 22:00:00,2016-11-21 22:01:00,3540,0,0,0.014418566022025415
1221,BLACKMAILED,JGN,Drama,2016-11-28 22:00:00,2016-11-28 22:01:00,3540,0,0,0.011853514455407272
1222,BLACKMAILED,JGN,Drama,2016-12-05 22:00:00,2016-12-05 22:00:00,3600,0,0,0.010751707395498392
1223,BLACKMAILED,JGN,Drama,2017-01-01 22:00:00,2017-01-01 22:00:00,3600,1,0,0.007224198495044253
1224,BLACKMAILED,JGN,Drama,2017-01-08 22:00:00,2017-01-08 22:00:00,3600,0,0,0.008499221748930951
1225,BLACKMAILED,JGN,Drama,2017-01-15 22:00:00,2017-01-15 22:00:00,3600,0,0,0.007118037060363975
1226,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-10-11 20:30:00,2016-10-11 20:30:00,1800,1,0,0.0227863045049226
1227,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-10-18 20:30:00,2016-10-18 20:30:00,1800,0,0,0.017158244770776016
1228,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-10-25 20:30:00,2016-10-25 20:30:00,1800,0,0,0.01724278184771439
1229,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-11-01 20:30:00,2016-11-01 20:30:00,1800,0,0,0.016408498392282957
1230,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-11-15 20:30:00,2016-11-15 20:30:00,1800,0,0,0.016641573905260713
1231,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-11-22 20:30:00,2016-11-22 20:30:00,1800,0,0,0.019951789041005072
1232,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-11-24 22:30:00,2016-11-24 22:31:00,1740,0,1,0.006974788344880167
1233,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-11-29 20:30:00,2016-11-29 20:30:00,1800,0,0,0.01848097779030066
1234,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-12-06 20:30:00,2016-12-06 20:30:00,1800,0,0,0.015597163887691846
1235,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-12-13 20:30:00,2016-12-13 20:30:00,1800,0,0,0.019152273278748303
1236,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-12-21 20:30:00,2016-12-21 20:30:00,1800,0,1,0.009719214804256306
1237,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-12-27 20:30:00,2016-12-27 20:30:00,1800,0,1,0.01323996158053502
1238,YOU RAISE THIS FAMILY!,JGN,Comedy,2016-12-29 21:00:00,2016-12-29 21:00:00,1800,0,1,0.008124279742765275
1239,YOU RAISE THIS FAMILY!,JGN,Comedy,2017-01-03 20:30:00,2017-01-03 20:30:00,1800,0,0,0.01806917041800643
1240,YOU RAISE THIS FAMILY!,JGN,Comedy,2017-01-10 20:30:00,2017-01-10 20:30:00,1800,0,0,0.018686953790565848
1241,YOU RAISE THIS FAMILY!,JGN,Comedy,2017-01-17 20:30:00,2017-01-17 20:30:00,1800,0,0,0.01887488583551563
1242,YOU RAISE THIS FAMILY!,JGN,Comedy,2017-01-24 20:30:00,2017-01-24 20:30:00,1800,0,1,0.011557100076242251
1243,CAKES IN THE OVEN,JGN,Other,2016-12-01 21:00:00,2016-12-01 21:00:00,7200,1,0,0.016392472179865416
1244,CAKES IN THE OVEN,JGN,Other,2016-12-08 21:00:00,2016-12-08 21:00:00,3600,0,0,0.014118940895680712
1245,CAKES IN THE OVEN,JGN,Other,2016-12-12 22:00:00,2016-12-12 22:00:00,3600,0,1,0.01017065717505884
1246,CAKES IN THE OVEN,JGN,Other,2016-12-15 21:00:00,2016-12-15 21:00:00,3600,0,0,0.01213558524215202
1247,CAKES IN THE OVEN,JGN,Other,2016-12-19 22:00:00,2016-12-19 22:00:00,3600,0,1,0.009426278151622634
1248,CAKES IN THE OVEN,JGN,Other,2016-12-22 21:00:00,2016-12-22 21:00:00,7200,0,0,0.01363636987436603
1249,CAKES IN THE OVEN,JGN,Other,2016-12-26 22:00:00,2016-12-26 22:00:00,3600,0,1,0.007554982331686942
1250,CAKES IN THE OVEN,JGN,Other,2016-12-29 20:00:00,2016-12-29 20:00:00,3600,0,1,0.01252013723605264
1251,CAKES IN THE OVEN,JGN,Other,2017-01-05 20:00:00,2017-01-05 20:00:00,3600,0,0,0.01823492027712401
1252,CAKES IN THE OVEN,JGN,Other,2017-01-12 20:00:00,2017-01-12 20:00:00,3600,0,0,0.016679805466237943
1253,FAMILY WOMAN,JGBC,Drama,2015-10-04 21:00:00,2015-10-04 21:00:00,3600,1,0,0.028352970218643667
1254,FAMILY WOMAN,JGBC,Drama,2015-10-11 21:30:00,2015-10-11 21:33:00,3600,0,0,0.02732137494862379
1255,FAMILY WOMAN,JGBC,Drama,2015-10-18 21:30:00,2015-10-18 21:59:00,3600,0,0,0.0261626083077856
1256,FAMILY WOMAN,JGBC,Drama,2015-10-25 21:00:00,2015-10-25 21:00:00,3600,0,0,0.03149337206481825
1257,FAMILY WOMAN,JGBC,Drama,2015-11-01 21:00:00,2015-11-01 21:00:00,3600,0,0,0.025441104335815114
1258,FAMILY WOMAN,JGBC,Drama,2015-11-08 21:30:00,2015-11-08 21:36:00,3600,0,0,0.029243976501701317
1259,FAMILY WOMAN,JGBC,Drama,2015-11-15 21:30:00,2015-11-15 21:57:00,3600,0,0,0.02842304408247145
1260,FAMILY WOMAN,JGBC,Drama,2015-11-22 21:00:00,2015-11-22 21:00:00,3600,0,0,0.02366630091298049
1261,FAMILY WOMAN,JGBC,Drama,2015-11-29 22:00:00,2015-11-29 22:01:00,3600,0,0,0.02677697262181496
1262,FAMILY WOMAN,JGBC,Drama,2015-12-13 21:00:00,2015-12-13 21:00:00,3600,0,0,0.026895699727116532
1263,FAMILY WOMAN,JGBC,Drama,2016-01-10 21:00:00,2016-01-10 21:00:00,3600,0,0,0.02526381265370751
1264,FAMILY WOMAN,JGBC,Drama,2016-01-17 22:00:00,2016-01-17 22:02:00,3600,0,0,0.0308063218003571
1265,FAMILY WOMAN,JGBC,Drama,2016-01-31 21:00:00,2016-01-31 21:00:00,3600,0,0,0.02568979323181619
1266,FAMILY WOMAN,JGBC,Drama,2016-02-14 21:00:00,2016-02-14 21:00:00,3600,0,0,0.02386064723916046
1267,FAMILY WOMAN,JGBC,Drama,2016-02-21 21:00:00,2016-02-21 21:00:00,3600,0,0,0.023994143112219115
1268,FAMILY WOMAN,JGBC,Drama,2016-03-06 21:00:00,2016-03-06 21:00:00,3600,0,0,0.02203725330997541
1269,FAMILY WOMAN,JGBC,Drama,2016-03-20 21:30:00,2016-03-20 21:35:00,3600,0,0,0.029667852788913963
1270,FAMILY WOMAN,JGBC,Drama,2016-03-27 21:00:00,2016-03-27 21:00:00,3600,0,0,0.02351376683623623
1271,FAMILY WOMAN,JGBC,Drama,2016-04-17 21:00:00,2016-04-17 21:00:00,3600,0,0,0.029961057036013882
1272,FAMILY WOMAN,JGBC,Drama,2016-04-24 21:00:00,2016-04-24 21:00:00,3600,0,0,0.03088225307415018
1273,FAMILY WOMAN,JGBC,Drama,2016-05-01 21:00:00,2016-05-01 21:00:00,3600,0,0,0.03371550399218408
1274,FAMILY WOMAN,JGBC,Drama,2016-05-08 21:00:00,2016-05-08 21:00:00,3600,0,0,0.032922790284000934
1275,BARISTAS,JGBC,Comedy,2015-11-12 21:30:00,2015-11-12 21:30:00,1800,1,0,0.02219697335175016
1276,BARISTAS,JGBC,Comedy,2015-11-19 21:30:00,2015-11-19 21:30:00,1800,0,0,0.02005399157767072
1277,BARISTAS,JGBC,Comedy,2015-12-10 21:30:00,2015-12-10 21:30:00,1800,0,0,0.020741355792878082
1278,BARISTAS,JGBC,Comedy,2015-12-17 21:30:00,2015-12-17 21:30:00,1800,0,0,0.023236006737863427
1279,BARISTAS,JGBC,Comedy,2016-01-06 20:00:00,2016-01-06 20:00:00,1800,1,0,0.02309925297308224
1280,BARISTAS,JGBC,Comedy,2016-01-13 20:00:00,2016-01-13 20:00:00,1800,0,0,0.0234836973014857
1281,BARISTAS,JGBC,Comedy,2016-01-20 20:00:00,2016-01-20 20:00:00,1800,0,0,0.022158703432941417
1282,BARISTAS,JGBC,Comedy,2016-01-27 20:00:00,2016-01-27 20:00:00,1800,0,0,0.020560569618973824
1283,BARISTAS,JGBC,Comedy,2016-02-03 20:00:00,2016-02-03 20:00:00,1860,0,0,0.019228852161495717
1284,BARISTAS,JGBC,Comedy,2016-02-10 20:00:00,2016-02-10 20:00:00,1800,0,0,0.01929175150759694
1285,BARISTAS,JGBC,Comedy,2016-02-18 21:30:00,2016-02-18 21:30:00,1800,1,0,0.019406611191591143
1286,BARISTAS,JGBC,Comedy,2016-02-25 21:30:00,2016-02-25 21:30:00,1800,0,0,0.020094540107132026
1287,BARISTAS,JGBC,Comedy,2016-03-03 21:30:00,2016-03-03 21:30:00,1800,0,0,0.023597464407236462
1288,BARISTAS,JGBC,Comedy,2016-03-10 21:30:00,2016-03-10 21:30:00,1800,0,0,0.02422016501027524
